institution_name,ETER_ID,reference_year,country_code,missing_perc,zero_value,c_value,s_value,nc_value,cons_perc,timeillnes_occ
Universitatea Technică din Cluj-Napoca,RO0009,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea ""Babeș-Bolyai"" din Cluj-Napoca",RO0010,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea de Științe Agricole și Medicină Veterinară din Cluj-Napoca,RO0011,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea de Medicină și Farmacie ""Iuliu Hațieganu""",RO0012,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea de Artă și Design Cluj-Napoca,RO0013,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Academia de Muzică „Gheorghe Dima” din Cluj-Napoca,RO0014,2012,RO,0.7,1.0,0.0,0.0,0.0,0.1,6.0
Universitatea Maritimă din Constanța,RO0015,2012,RO,0.7,1.0,0.0,0.0,0.0,0.1,6.0
"Universitatea ""Ovidius"" din Constanța",RO0016,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Academia Navală ""Mircea cel Bătrân"" Constanța",RO0017,2012,RO,0.7,1.0,0.0,0.0,0.0,0.1,6.0
"Universitatea ""Valahia"" din Târgovişte",RO0018,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea din Craiova,RO0019,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea de Medicină și Farmacie din Craiova,RO0020,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea „Dunărea de Jos” din Galați,RO0021,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea ""Constantin Brâncuși"" din Târgu Jiu",RO0022,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea din Petroșani,RO0023,2012,RO,0.7,1.0,0.0,0.0,0.0,0.1,6.0
Universitatea Tehnică „Gheorghe Asachi” din Iași,RO0024,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea „Alexandru Ioan Cuza” din Iași,RO0025,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea de Științe Agricole și Medicină Veterinară „Ion Ionescu de la Brad” din Iași,RO0026,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea de Medicină și Farmacie „Grigore T. Popa” din Iași,RO0027,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea Națională de Arte „George Enescu” din Iasi,RO0028,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea ""Petru Maior"" din Târgu Mureș",RO0030,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea de Medicină și Farmacie din Târgu Mureș,RO0031,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea de Arte din Târgu Mureș,RO0032,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea ""Petrol - Gaze"" din Ploiești",RO0033,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea ""Lucian Blaga"" din Sibiu",RO0034,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Academia Forțelor Terestre ""Nicolae Bălcescu” din Sibiu",RO0035,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea „Ștefan cel Mare” din Suceava,RO0036,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea ""Politehnica"" Timișoara",RO0037,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea de Vest din Timișoara,RO0038,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea de Științe Agricole și Medicină Veterinară a Banatului “Regele Mihai I al României” din Timișoara,RO0039,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea de Medicină și Farmacie ""Victor Babeș"" din Timișoara",RO0040,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea Politehnica din București,RO0041,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea de Arhitectură şi Urbanism ""Ion Mincu"" din Bucuresti",RO0042,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea Tehnică de Construcții din București,RO0043,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea din București,RO0044,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea Naţională de Educaţie Fizică şi Sport din Bucureşti,RO0045,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea de Științe Agronomice și Medicină Veterinară din București,RO0046,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Academia de Studii Economice din București,RO0047,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea de Medicină și Farmacie „Carol Davila” din Bucuresti,RO0048,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea Naţională de Artă Teatrală şi Cinematografică “I.L.Caragiale” din București,RO0049,2012,RO,0.7,1.0,0.0,0.0,0.0,0.1,6.0
Universitatea Națională de Arte din București,RO0050,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea Naţională de Muzică din Bucureşti,RO0051,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Școala Națională de Studii Politice și Administrative din București,RO0052,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Academia de Poliție „Alexandru Ioan Cuza” din Bucureşti,RO0053,2012,RO,0.7,1.0,0.0,0.0,0.0,0.1,6.0
Academia Tehnică Militară din Bucureşti,RO0054,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea Naţională de Apărare ""Carol I"" din Bucureşti",RO0055,2012,RO,0.7,2.0,0.0,0.0,0.0,0.0,6.0
"Universitatea de Vest ""Vasile Goldiș"" din Arad",RO0056,2012,RO,0.7,1.0,0.0,0.0,0.0,0.1,6.0
"Universitatea ""Constantin Brâncoveanu"" din Piteşti",RO0057,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea ""George Bacovia"" din Bacău",RO0058,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea ""Gheorghe Barițiu"" din Brașov",RO0060,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,3.0
"Universitatea ""Bogdan Vodă""din Cluj-Napoka",RO0061,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
"Universitatea ""Andrei Șaguna"" din Constanta",RO0062,2012,RO,0.7,1.0,0.0,0.0,0.0,0.1,6.0
"Universitatea  ""Petre Andrei"" din Iaşi",RO0063,2012,RO,0.7,2.0,0.0,0.0,0.0,0.0,6.0
"Universitatea ""Mihail Kogălniceanu"" din Iaşi",RO0064,2012,RO,0.7,2.0,0.0,0.0,0.0,0.0,3.0
"Universitatea ""Dimitrie Cantemir"" din Târgu Mureș",RO0065,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea Româno-Germană din Sibiu,RO0066,2012,RO,0.7,1.0,0.0,0.0,0.0,0.1,6.0
"Universitatea Europeană ""Drăgan"" din Lugoj",RO0067,2012,RO,0.7,2.0,0.0,0.0,0.0,0.0,6.0
"Universitatea ""Tibiscus"" din Timișoara",RO0068,2012,RO,0.7,1.0,0.0,0.0,0.0,0.1,6.0
Universitatea „Athenaeum” din București,RO0070,2012,RO,0.7,2.0,0.0,0.0,0.0,0.0,6.0
"Universitatea ""Nicolae Titulescu"" din București",RO0071,2012,RO,0.7,1.0,0.0,0.0,0.0,0.1,6.0
"Universitatea ""Artifex"" din București",RO0072,2012,RO,0.7,2.0,0.0,0.0,0.0,0.0,6.0
"Universitatea Creștină ""Dimitrie Cantemir"" din București",RO0073,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Universitatea Ecologică din București,RO0074,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea ""Hyperion"" din București",RO0075,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
"Universitatea ""Titu Maiorescu"" din București",RO0076,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea Română de Științe și Arte ""Gheorghe Cristea"" din București",RO0077,2012,RO,0.7,2.0,0.0,0.0,0.0,0.0,5.0
Universitatea Româno-Americană din București,RO0078,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea ""Spiru Haret"" din București",RO0079,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea ""Bioterra"" din București",RO0082,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Universitatea Apollonia din Iași,RO0083,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
"Universitatea Creştină ""Partium"" din Oradea",RO0084,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea ""DANUBIUS"" din Galați",RO0085,2012,RO,0.7,0.0,0.0,0.0,0.0,0.2,6.0
"Universitatea ""Avram Iancu"" din Cluj-Napoca",RO0086,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,5.0
"Academia Naţională de Informaţii ""Mihai Viteazul"" din București",RO0087,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Institutul Teologic Baptist din București,RO0088,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Institutul Teologic Penticostal din Bucureşti,RO0089,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Institutul Teologic Protestant din Cluj-Napoca,RO0090,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Universitatea „Emanuel” din Oradea,RO0091,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Institutul de Administrare a Afacerilor din București,RO0092,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Universitatea Financiar-Bancară din București,RO0093,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,3.0
"Universitatea ""Sapientia""din Cluj-Napoca",RO0094,2012,RO,0.7,2.0,0.0,0.0,0.0,0.0,5.0
"Universitatea ""Agora"" din Oradea",RO0095,2012,RO,0.7,2.0,0.0,0.0,0.0,0.0,5.0
Fundaţia Ştefan Lupaşcu - Institutul De Studii Europene Din Iaşi,RO0097,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Institutul Teologic Romano-Catolic Franciscan Din Roman,RO0098,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
"Fundaţia ""Academia Comercială"" Din Satu Mare",RO0099,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Fundaţia Universitară Alma Mater - Universitatea Alma Mater Din Sibiu,RO0100,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,5.0
Pentru Cultură Şi Învăţământ Ioan Slavici - Universitatea Ioan Slavici Din Timişoara,RO0101,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
"Fundaţia ""Gaudeamus"" - Universitatea ""Tomis"" Din Constanţa",RO0102,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
"Institutul Teologic Creştin După Evanghelie ""Timotheus"" Din Bucureşti",RO0103,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Fundaţia Lumina - Instituţii De Învăţământ - Universitatea Europei De Sud Est - Lumina,RO0104,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
"Universitatea ""Mihai Viteazul"" Din Craiova",RO0107,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,2.0
Institutul Teologic Romano-Catolic Din Iaşi,RO0108,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,2.0
Universitatea Gheorghe Zane Din Iaşi,RO0109,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,3.0
Societatea Ateneul Român - Universitatea Ecologică Traian Din Deva,RO0110,2012,RO,0.8,0.0,0.0,0.0,0.0,0.0,2.0
Fundaţia Pentru Promovarea Învăţământului European F.I.N.E. - Universitatea Wales - România Din Bucureşti,RO0112,2012,RO,0.8,0.0,0.0,0.0,0.0,0.0,2.0
Fundaţia Universitară Milenium Din Timişoara,RO0113,2012,RO,0.8,0.0,0.0,0.0,0.0,0.0,2.0
Asociaţia Pentru Învăţământ Superior În Comerţ Şi Turism - Universitatea De Ştiinţe. Arte Şi Meserii Din Bucureşti,RO0114,2012,RO,0.8,0.0,0.0,0.0,0.0,0.0,2.0
Școala Normală Superioară- București (S.N.S.B.),RO0115,2012,RO,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Универзитет У Београду,RS0001,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Универзитет У Новом Саду,RS0002,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Универзитет У Нишу,RS0003,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Универзитет У Крагујевцу,RS0004,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Универзитет уметности у Београду,RS0006,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Државни универзитет у Новом Пазару,RS0007,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Evropski Univerzitet,RS0008,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Educons Univerzitet,RS0009,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Универзитет Мегатренд,RS0010,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Универзитет Метрополитан,RS0011,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Универзитет Сингидунум,RS0012,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Универзитет Унион — Никола Тесла,RS0013,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Универзитет Привредна академија у Новом Саду,RS0014,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Алфа БК Универзитет,RS0015,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,6.0
Visoka škola strukovnih studija - Beogradska politehnika,RS0016,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Висока техничка школа струковних студија – Ниш,RS0017,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Висока медицинска школа струковних студија „Милутин Миланковић“,RS0018,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Visoka tehnička škola strukovnih studija Subotica,RS0019,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Висока школа електротехнике и рачунарства струковних студија,RS0020,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Visoka škola strukovnih studija Užice,RS0021,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
ВИСОКА ГРАЂЕВИНСКО - ГЕОДЕТСКА ШКОЛА БЕОГРАД,RS0022,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Висока медицинска школа струковних студија Ћуприја,RS0023,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Висока пословна школа струковних студија Ваљево,RS0024,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Висока техничка школа струковних студија из Новог Сада,RS0025,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Visoke tehničke škole strukovnih studija u Zrenjaninu,RS0026,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Висока здравствена школа струковних студија у Београду,RS0027,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Visoka poljoprivredno-prehrambena škola strukovnih studija u Prokuplju,RS0028,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Београдска пословна школа,RS0029,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Висока школа струковних студија за информационе и комуникационе технологије,RS0030,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Висока здравственo-санитарна школа струковних студија ВИСАН,RS0031,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Visoka poslovna škola strukovnih studija u Novom Sadu,RS0032,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
ВИСОКА ТЕХНИЧКА ШКОЛА СТРУКОВНИХ СТУДИЈА ПОЖАРЕВАЦ,RS0033,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Висока текстилна струковна школа за дизајн. технологију и менаџмент у Београду,RS0034,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Visoka škola strukovnih studija za obrazovanje vaspitača u Novom Sadu,RS0035,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Висока пословна школа струковних студија Лесковац,RS0036,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Висока медицинска и пословно-технолошка школа струковних студија у Шапцу,RS0037,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Visoka škola strukovnih studija za informacione tehnologije,RS0038,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Висока инжењерска школа струковних студија - ТЕХНИКУМ ТАУРУНУМ,RS0039,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Visoka turistička škola strukovnih studija Beograd,RS0040,2012,RS,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Универзитет УНИОН – Београд,RS0041,2012,RS,0.6,0.0,0.0,0.0,0.0,0.2,5.0
Uppsala universitet,SE0001,2012,SE,1.0,2.0,0.0,0.0,0.0,0.9,6.0
Lunds universitet,SE0002,2012,SE,1.0,1.0,0.0,1.0,0.0,0.8,6.0
Göteborgs universitet,SE0003,2012,SE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Stockholms universitet,SE0004,2012,SE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Umeå universitet,SE0005,2012,SE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Linköpings universitet,SE0006,2012,SE,1.0,1.0,0.0,1.0,0.0,0.9,6.0
Karolinska institutet,SE0007,2012,SE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Kungliga Tekniska högskolan,SE0008,2012,SE,1.0,1.0,0.0,1.0,0.0,0.9,6.0
Chalmers tekniska högskola,SE0009,2012,SE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
Luleå tekniska universitet,SE0010,2012,SE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Handelshögskolan i Stockholm,SE0011,2012,SE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Sveriges lantbruksuniversitet,SE0012,2012,SE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Karlstads universitet,SE0013,2012,SE,1.0,1.0,0.0,1.0,0.0,1.0,6.0
Örebro universitet,SE0015,2012,SE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Mittuniversitetet,SE0016,2012,SE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Blekinge tekniska högskola,SE0017,2012,SE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Högskolan i Jönköping,SE0018,2012,SE,1.0,1.0,0.0,0.0,0.0,0.8,6.0
Malmö högskola,SE0020,2012,SE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Mälardalens högskola,SE0021,2012,SE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Gymnastik- och idrottshögskolan,SE0022,2012,SE,1.0,7.0,0.0,0.0,0.0,0.9,6.0
Högskolan i Borås,SE0023,2012,SE,1.0,1.0,0.0,2.0,0.0,1.0,6.0
Högskolan Dalarna,SE0024,2012,SE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Högskolan på Gotland,SE0025,2012,SE,1.0,2.0,0.0,0.0,0.0,1.0,3.0
Högskolan i Gävle,SE0026,2012,SE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
Högskolan i Halmstad,SE0027,2012,SE,1.0,1.0,0.0,3.0,0.0,1.0,6.0
Högskolan Kristianstad,SE0028,2012,SE,1.0,1.0,0.0,1.0,0.0,1.0,6.0
Högskolan i Skövde,SE0029,2012,SE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
Högskolan Väst,SE0030,2012,SE,1.0,1.0,0.0,2.0,0.0,1.0,6.0
Södertörns högskola,SE0031,2012,SE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Försvarshögskolan,SE0032,2012,SE,1.0,6.0,0.0,0.0,0.0,1.0,6.0
Dans- och cirkushögskolan,SE0033,2012,SE,1.0,4.0,0.0,2.0,0.0,1.0,3.0
Konstfack,SE0035,2012,SE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
Kungliga Konsthögskolan,SE0036,2012,SE,1.0,5.0,0.0,1.0,0.0,0.9,6.0
Kungliga Musikhögskolan i Stockholm,SE0037,2012,SE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Ersta Sköndal Bräcke högskola,SE0043,2012,SE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
Röda Korsets högskola,SE0046,2012,SE,1.0,6.0,0.0,0.0,0.0,1.0,6.0
Sophiahemmet högskola,SE0047,2012,SE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Linnéuniversitetet,SE0050,2012,SE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Stockholms dramatiska högskola,SE0051,2012,SE,1.0,7.0,0.0,1.0,0.0,0.9,3.0
Univerza v Ljubljani,SI0001,2012,SI,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Univerza v Mariboru,SI0002,2012,SI,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Univerza na Primorskem,SI0003,2012,SI,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Univerza v Novi Gorici,SI0004,2012,SI,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Gea College - Fakulteta za podjetništvo,SI0005,2012,SI,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Visoka šola za upravljanje in poslovanje Novo mesto,SI0006,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Fakulteta za komercialne in poslovne vede,SI0007,2012,SI,0.7,0.0,0.0,0.0,0.0,0.2,6.0
DOBA Fakulteta za uporabne poslovne in družbene študije,SI0008,2012,SI,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Fakulteta za zdravstvo Jesenice,SI0009,2012,SI,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Fakulteta za državne in evropske študije,SI0010,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Evropska pravna fakulteta v Novi Gorici,SI0011,2012,SI,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Fakulteta za uporabne družbene študije v Novi Gorici,SI0012,2012,SI,0.7,1.0,0.0,0.0,0.0,0.1,6.0
Mednarodna fakulteta za družbene in poslovne študije,SI0013,2012,SI,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Fakulteta za informacijske študije v Novem mestu,SI0014,2012,SI,0.7,1.0,0.0,0.0,0.0,0.1,6.0
Fakulteta za dizajn. samostojni visokošolski zavod. pridružena članica Univerze na Primorskem,SI0016,2012,SI,0.7,0.0,0.0,0.0,0.0,0.2,6.0
Univerza v Novem mestu Fakulteta za zdravstvene vede,SI0017,2012,SI,0.7,1.0,0.0,0.0,0.0,0.1,6.0
Visoka šola za varstvo okolja,SI0019,2012,SI,0.7,1.0,0.0,0.0,0.0,0.1,6.0
Visoka šola za storitve v Ljubljani,SI0020,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Visoka zdravstvena šola v Celju,SI0021,2012,SI,0.7,1.0,0.0,0.0,0.0,0.1,6.0
Mednarodna podiplomska šola Jožefa Stefana,SI0022,2012,SI,0.7,1.0,0.0,0.0,0.0,0.1,6.0
Evro-sredozemska univerza,SI0049,2012,SI,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Alma Mater Europaea  - Evropski center. Maribor,SI0050,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Fakulteta za poslovne in upravne vede Novo mesto,SI0051,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Fakulteta za poslovne vede,SI0052,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Fakulteta za medije,SI0053,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Fakulteta za industrijski inženiring Novo mesto,SI0054,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Fakulteta za organizacijske študije v Novem mestu,SI0055,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Poslovna šola Bled. Fakulteta za podiplomski študij managementa,SI0056,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Alma Mater Europaea - Institutum Studiorum Humanitatis Fakulteta za podiplomski humanistični študij,SI0057,2012,SI,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Akademija za ples,SI0058,2012,SI,0.7,0.0,0.0,0.0,0.0,0.0,6.0
ArtHouse - Šola za risanje in slikanje,SI0059,2012,SI,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Visoka šola za proizvodno inženirstvo. Celje,SI0060,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Visoka šola za tehnologije in sisteme,SI0061,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Visoka poslovna šola Erudio,SI0062,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Visoka šola za hotelirstvo in turizem Bled,SI0063,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,5.0
B2 Visoka šola za poslovne vede. zavod,SI0064,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,5.0
Visoka šola za računovodstvo in finance,SI0065,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Visoka šola za tehnologijo polimerov,SI0066,2012,SI,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Visoka šola za trajnostni turizem Erudio. samostojni visokošolski zavod,SI0067,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Visoka šola za zdravstvene vede Slovenj Gradec,SI0068,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
IBS Mednarodna poslovna šola Ljubljana,SI0069,2012,SI,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Univerzita Komenského V Bratislave,SK0001,2012,SK,1.0,4.0,0.0,0.0,0.0,0.8,6.0
Univerzita Pavla Jozefa Šafárika V Košiciach,SK0002,2012,SK,1.0,2.0,0.0,0.0,0.0,0.9,6.0
Prešovska Univerzita V Prešove,SK0003,2012,SK,1.0,2.0,0.0,0.0,0.0,0.9,6.0
Univerzita Sv. Cyrila A Metoda V Trnave,SK0004,2012,SK,1.0,2.0,0.0,0.0,0.0,0.9,6.0
Katolická Univerzita V Ružomberku,SK0005,2012,SK,1.0,2.0,0.0,0.0,0.0,0.9,6.0
Univerzita J. Selyeho V Komárne,SK0007,2012,SK,1.0,3.0,0.0,0.0,0.0,0.8,6.0
Vysoká škola v Sládkovičove,SK0008,2012,SK,0.3,3.0,0.0,0.0,0.0,0.3,6.0
Paneurópska vysoká škola,SK0009,2012,SK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Slovenská Zdravotnícka Univerzita V Bratislave,SK0010,2012,SK,0.3,1.0,0.0,0.0,0.0,0.3,6.0
Vysoká Škola Zdravotníctva A Sociálnej Práce Sv. Alžbety V Bratislave. N.O.,SK0011,2012,SK,0.3,0.0,0.0,0.0,0.0,0.2,6.0
Univerzita Veterinárskeho Lekárstva V Košiciach,SK0012,2012,SK,1.0,2.0,0.0,1.0,0.0,0.9,6.0
Univerzita Konštantína Filozofa V Nitre,SK0013,2012,SK,1.0,2.0,0.0,0.0,0.0,0.9,6.0
